"","lat","lon","Complaint.Type","Identifier","Severity"
"38036",43.046937,-76.108915,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","037.-11-38.0",13
"38042",43.071911,-76.152559,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","006.-14-11.0",14
"38045",43.0759519,-76.1054866,"Blocked/Locked Exits; Blocked/Locked Exits; Blocked/Locked Exits; Blocked/Locked Exits","023.-07-24.1",14
"38074",43.0481221,-76.1474244,"Blocked/Locked Exits; Blocked/Locked Exits; Blocked/Locked Exits; Blocked/Locked Exits; Blocked/Locked Exits; Blocked/Locked Exits; Blocked/Locked Exits; Faulty Equipment; Faulty Equipment","114.-02-05.6",19
"38082",42.6390691,-71.3063804,"Property Maintenance-Ext","111.-09-12.0",11
"38104",42.9100447,-70.8910391,"Property Maintenance-Int; Property Maintenance-Int","052.-10-18.0",12
"38107",43.026265,-76.160149,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","083.-08-07.0",22
"38145",43.031758,-76.149885,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","085.-13-20.1",21
"38151",43.5313363,-75.982505,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","018.-03-05.0",14
"38172",43.0481221,-76.1474244,"Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety; Fire Safety","008.-06-12.0",19
"38180",43.0300594,-76.1140238,"Building W/O Permit","055.-06-05.0",11
"38184",43.018347,-76.141473,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext","076.-05-05.0",34
"38240",43.014524,-76.145449,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","076.-15-19.0",17
"38252",43.0481221,-76.1474244,"Fire Alarm; Fire Alarm","101.-05-13.0",12
"38263",43.040999,-76.1659279,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-05-11.1",13
"38286",43.029927,-76.186626,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","089.-08-08.0",13
"38296",43.049241,-76.108635,"Property Maintenance-Ext","036.-04-16.0",11
"38318",38.8626018,-99.3184018,"Property Maintenance-Ext","019.-15-28.0",11
"38332",43.009376,-76.145422,"Property Maintenance-Int; Property Maintenance-Int","072.-13-08.0",12
"38334",43.06814,-76.161815,"Property Maintenance-Ext; Property Maintenance-Ext","002.-25-03.0",12
"38367",40.571879,-89.642722,"Property Maintenance-Ext; Property Maintenance-Ext","017.-18-05.0",12
"38370",43.061109,-76.118868,"Building W/O Permit","028.-03-19.0",11
"38374",42.987913,-76.142401,"Property Maintenance-Ext","064.-11-07.0",11
"38387",43.034063,-76.161618,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","093.-12-19.0",15
"38405",29.7681493,-95.42192,"Building W/O Permit","046.-09-02.0",11
"38408",43.048189,-76.106485,"Property Maintenance-Ext; Property Maintenance-Ext","038.-01-08.0",12
"38412",43.062235,-76.147134,"Property Maintenance-Ext","009.-26-03.0",11
"38413",43.024819,-76.174448,"Property Maintenance-Int","082.-08-48.0",11
"38430",42.5580869,-70.9095424,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-20-01.0",13
"38454",43.048068,-76.149082,"Property Maintenance-Int; Property Maintenance-Int","102.-02-11.0",12
"38457",43.061051,-76.148599,"Fire Safety; Fire Safety","009.-29-36.0",12
"38474",43.0711208,-76.1586232,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","002.-22-12.0",13
"38521",43.065854,-76.152767,"Building W/O Permit","007.-30-36.0",11
"38556",43.073739,-76.146787,"Building W/O Permit","006.-11-23.0",11
"38560",43.051758,-76.175957,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","109.-03-41.0",18
"38592",43.027303,-76.15145,"Property Maintenance-Int; Property Maintenance-Int","084.-27-01.0",12
"38599",40.3234097,-111.7062696,"Property Maintenance-Ext","007.-17-28.0",11
"38646",43.052528,-76.13254,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Building W/O Permit","029.-16-39.1",14
"38649",43.011987,-76.159529,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","073.-26-24.0",13
"38658",43.0480692,-76.1362985,"Property Maintenance-Ext","048.-05-07.0",11
"38685",43.05104,-76.129949,"Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB); Other (FPB)","030.-09-02.0",26
"38705",43.052718,-76.138839,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","030.-02-47.0",20
"38749",43.062536,-76.150432,"Property Maintenance-Ext; Property Maintenance-Ext","009.-16-04.0",12
"38772",42.1160988,-71.430019,"Property Maintenance-Ext","009.-10-05.0",11
"38774",43.036096,-76.175862,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-26-29.0",13
"38908",43.046015,-76.114881,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","037.-05-11.0",22
"38916",43.02385,-76.148991,"Infestation; Infestation; Infestation","077.-01-27.0",13
"38931",43.05742,-76.151647,"Property Maintenance-Ext","017.-03-17.0",11
"38948",32.5362299,-82.9216643,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","087.-01-01.0",21
"38956",43.036306,-76.170059,"Property Maintenance-Ext; Property Maintenance-Ext","092.-04-23.0",12
"38964",43.020231,-76.162359,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","079.-17-11.0",13
"39023",43.054584,-76.126505,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","029.-12-12.0",18
"39042",43.062724,-76.119764,"Property Maintenance-Ext; Property Maintenance-Ext","020.-14-15.0",12
"39044",42.991724,-76.14296,"Property Maintenance-Ext","067.-14-31.0",11
"39054",43.03176,-76.169667,"Property Maintenance-Int","087.-04-12.0",11
"39068",43.041034,-76.173978,"Bed Bugs; Bed Bugs; Bed Bugs","097.-18-06.0",13
"39075",43.0470529,-76.123978,"Property Maintenance-Int","037.-04-10.0",11
"39076",43.05057,-76.172762,"Property Maintenance-Int","109.-04-49.0",11
"39100",43.0481221,-76.1474244,"Property Maintenance-Ext","075.-06-85.0",11
"39102",42.999594,-76.16007,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","069.-01-22.0",13
"39110",30.3122614,-89.258181,"Property Maintenance-Ext; Property Maintenance-Ext","071.-10-09.0",12
"39114",43.01863,-76.134485,"Property Maintenance-Ext; Property Maintenance-Ext","059.-01-13.0",12
"39158",43.033259,-76.152055,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","085.-03-27.0",14
"39192",43.055307,-76.125911,"Property Maintenance-Ext","029.-12-05.0",11
"39234",43.054923,-76.190573,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","112.-10-06.0",13
"39269",43.021074,-76.163131,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","079.-09-14.0",13
"39278",43.041499,-76.166849,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","097.-04-62.0",16
"39317",43.039412,-76.161981,"Property Maintenance-Ext","097.-08-25.1",11
"39349",43.0408618,-76.1717012,"Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","097.-16-62.0",29
"39369",43.060956,-76.098651,"Property Maintenance-Int; Property Maintenance-Int","027.-31-02.0",12
"39384",43.070192,-76.1050489,"Property Maintenance-Ext; Property Maintenance-Ext","024.-07-19.0",12
"39387",43.046017,-76.1627479,"Property Maintenance-Int","100.-09-22.0",11
"39396",43.064625,-76.089566,"Property Maintenance-Ext","026.-10-02.0",11
"39430",43.02339,-76.157371,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","083.-11-35.0",18
"39438",43.010679,-78.8726836,"Property Maintenance-Ext; Property Maintenance-Ext","092.-09-27.0",12
"39476",43.018098,-76.161895,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","079.-19-25.0",16
"39494",43.014134,-76.14986,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","075.-10-28.0",17
"39507",43.1859803,-95.843329,"Property Maintenance-Ext; Property Maintenance-Ext; Overgrowth: Private, Occ","009.-18-19.0",13
"39533",43.064934,-76.150359,"Property Maintenance-Int; Property Maintenance-Int","009.-03-09.0",12
"39534",43.061529,-76.151854,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","008.-04-24.0",18
"39540",43.0264712,-76.1444435,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","084.-17-19.0",14
"39548",43.065376,-76.152703,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","007.-31-23.0",13
"39550",43.040012,-76.161097,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","097.-08-18.1",14
"39571",43.0117179,-76.1411947,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","072.-04-02.0",17
"39584",43.0226084,-76.1482677,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-23-10.0",13
"39596",43.061143,-76.142775,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","016.-03-21.0",13
"39612",43.039026,-76.168111,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","092.-07-10.0",14
"39631",43.049878,-76.176422,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","109.-07-37.0",13
"39671",43.073917,-76.163557,"Property Maintenance-Ext","002.-06-26.0",11
"39672",43.026198,-76.163466,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","083.-14-13.0",13
"39680",43.052403,-76.168455,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext; Building W/O Permit","106.-10-18.0",15
"39758",43.0537464,-76.136144,"Cert of Use - Food Store; Cert of Use - Food Store","018.-07-12.0",12
"39812",43.0017115,-76.1473659,"Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant; Cert of Use - Restaurant","070.-08-22.0",15
"39816",27.7553026,-82.64675,"Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store; Cert of Use - Food Store; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Ext; Property Maintenance-Int; Property Maintenance-Int","086.-12-60.0",30
"39827",43.022591,-76.146984,"Property Maintenance-Ext; Property Maintenance-Ext","077.-23-21.0",12
"39850",43.072731,-76.154571,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","006.-18-05.0",20
"39860",43.080225,-76.140377,"Property Maintenance-Int; Property Maintenance-Int","005.-10-12.0",12
"39881",43.0537009,-76.130807,"Property Maintenance-Ext","029.-16-20.0",11
"39890",42.991453,-76.144525,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","067.-21-23.0",13
"39907",43.056094,-76.195811,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","112.-02-32.0",19
"39961",43.019982,-76.141416,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","077.-16-09.0",13
"39991",43.057283,-76.151629,"Sprinkler System; Sprinkler System; Sprinkler System; Sprinkler System; Sprinkler System; Sprinkler System; Sprinkler System; Sprinkler System","017.-03-16.0",18
"40059",43.062803,-76.148582,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","009.-17-47.0",14
"40071",43.077173,-76.154506,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","003.-17-24.0",13
"40077",43.075493,-76.140468,"Overgrowth: Private, Occ","011.-12-12.0",11
"40081",43.018863,-76.161879,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","079.-18-03.0",15
"40101",43.056164,-76.1161319,"Property Maintenance-Int; Property Maintenance-Int","028.-08-18.0",12
"40110",43.031974,-76.162002,"Building W/O Permit","086.-03-14.0",11
"40170",42.987906,-76.142677,"Property Maintenance-Ext; Property Maintenance-Ext; Property Maintenance-Ext","064.-11-05.0",13
"40176",43.030606,-76.1490479,"Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int; Property Maintenance-Int","085.-12-26.0",17
"40225",43.060657,-76.147841,"Property Maintenance-Ext","009.-28-16.0",11
"40244",43.036025,-76.143325,"Property Maintenance-Ext","094.-13-02.0",11
